transaction_id,user_id,product_id,amount,payment_type,date,avg_monthly_spend,purchase_frequency,last_purchase_date,days_since_last_purchase,category_x,category_total_expenditure,name,age,gender,registration_date,product_name,category_y,price,stock
T000006,U0024,P031,31.1,UPI,2025-04-16,75.43,11,2025-08-03,90,Beauty,112.61,Aarohi Kapoor,20,Female,2023-03-15,Product_031,Grocery,3035.94,111
T000006,U0024,P031,31.1,UPI,2025-04-16,75.43,11,2025-08-03,90,Books,313.02,Aarohi Kapoor,20,Female,2023-03-15,Product_031,Grocery,3035.94,111
T000006,U0024,P031,31.1,UPI,2025-04-16,75.43,11,2025-08-03,90,Clothing,89.07000000000001,Aarohi Kapoor,20,Female,2023-03-15,Product_031,Grocery,3035.94,111
T000006,U0024,P031,31.1,UPI,2025-04-16,75.43,11,2025-08-03,90,Electronics,62.27,Aarohi Kapoor,20,Female,2023-03-15,Product_031,Grocery,3035.94,111
T000006,U0024,P031,31.1,UPI,2025-04-16,75.43,11,2025-08-03,90,Grocery,55.78,Aarohi Kapoor,20,Female,2023-03-15,Product_031,Grocery,3035.94,111
T000006,U0024,P031,31.1,UPI,2025-04-16,75.43,11,2025-08-03,90,Home,46.12,Aarohi Kapoor,20,Female,2023-03-15,Product_031,Grocery,3035.94,111
T000007,U0086,P021,74.37,Wallet,2023-08-03,87.285,4,2025-10-08,24,Books,74.37,Aarohi Reddy,27,Female,2022-02-12,Product_021,Books,3055.12,169
T000007,U0086,P021,74.37,Wallet,2023-08-03,87.285,4,2025-10-08,24,Clothing,41.2,Aarohi Reddy,27,Female,2022-02-12,Product_021,Books,3055.12,169
T000007,U0086,P021,74.37,Wallet,2023-08-03,87.285,4,2025-10-08,24,Grocery,125.12,Aarohi Reddy,27,Female,2022-02-12,Product_021,Books,3055.12,169
T000007,U0086,P021,74.37,Wallet,2023-08-03,87.285,4,2025-10-08,24,Home,108.45,Aarohi Reddy,27,Female,2022-02-12,Product_021,Books,3055.12,169
T000008,U0042,P022,74.31,Net Banking,2025-10-11,49.59,3,2025-10-11,21,Clothing,74.46000000000001,Muhammad Singh,33,Female,2023-03-25,Product_022,Electronics,3207.91,466
T000008,U0042,P022,74.31,Net Banking,2025-10-11,49.59,3,2025-10-11,21,Electronics,74.31,Muhammad Singh,33,Female,2023-03-25,Product_022,Electronics,3207.91,466
T000009,U0074,P043,74.37,Net Banking,2023-03-17,60.69333333333333,6,2025-02-16,258,Books,133.3,Diya Gupta,44,Male,2022-10-19,Product_043,Home,3416.65,309
T000009,U0074,P043,74.37,Net Banking,2023-03-17,60.69333333333333,6,2025-02-16,258,Grocery,79.6,Diya Gupta,44,Male,2022-10-19,Product_043,Home,3416.65,309
T000009,U0074,P043,74.37,Net Banking,2023-03-17,60.69333333333333,6,2025-02-16,258,Home,74.37,Diya Gupta,44,Male,2022-10-19,Product_043,Home,3416.65,309
T000009,U0074,P043,74.37,Net Banking,2023-03-17,60.69333333333333,6,2025-02-16,258,Sports,76.89,Diya Gupta,44,Male,2022-10-19,Product_043,Home,3416.65,309
T000010,U0117,P006,550.95,UPI,2024-05-31,148.54888888888888,13,2025-09-06,56,Books,165.31,Aadhya Joshi,31,Female,2022-06-01,Product_006,Clothing,3250.7,481
T000010,U0117,P006,550.95,UPI,2024-05-31,148.54888888888888,13,2025-09-06,56,Clothing,790.84,Aadhya Joshi,31,Female,2022-06-01,Product_006,Clothing,3250.7,481
T000010,U0117,P006,550.95,UPI,2024-05-31,148.54888888888888,13,2025-09-06,56,Electronics,102.63,Aadhya Joshi,31,Female,2022-06-01,Product_006,Clothing,3250.7,481
T000010,U0117,P006,550.95,UPI,2024-05-31,148.54888888888888,13,2025-09-06,56,Grocery,127.18,Aadhya Joshi,31,Female,2022-06-01,Product_006,Clothing,3250.7,481
T000010,U0117,P006,550.95,UPI,2024-05-31,148.54888888888888,13,2025-09-06,56,Home,43.33,Aadhya Joshi,31,Female,2022-06-01,Product_006,Clothing,3250.7,481
T000010,U0117,P006,550.95,UPI,2024-05-31,148.54888888888888,13,2025-09-06,56,Sports,20.75,Aadhya Joshi,31,Female,2022-06-01,Product_006,Clothing,3250.7,481
T000010,U0117,P006,550.95,UPI,2024-05-31,148.54888888888888,13,2025-09-06,56,Toys,86.9,Aadhya Joshi,31,Female,2022-06-01,Product_006,Clothing,3250.7,481
T000011,U0083,P008,76.9,Net Banking,2023-01-03,59.12375,8,2025-10-23,9,Books,103.51,Arjun Khan,43,Male,2023-07-19,Product_008,Books,4534.16,161
T000011,U0083,P008,76.9,Net Banking,2023-01-03,59.12375,8,2025-10-23,9,Clothing,71.42,Arjun Khan,43,Male,2023-07-19,Product_008,Books,4534.16,161
T000011,U0083,P008,76.9,Net Banking,2023-01-03,59.12375,8,2025-10-23,9,Grocery,99.24000000000001,Arjun Khan,43,Male,2023-07-19,Product_008,Books,4534.16,161
T000011,U0083,P008,76.9,Net Banking,2023-01-03,59.12375,8,2025-10-23,9,Home,140.98,Arjun Khan,43,Male,2023-07-19,Product_008,Books,4534.16,161
T000011,U0083,P008,76.9,Net Banking,2023-01-03,59.12375,8,2025-10-23,9,Toys,57.84,Arjun Khan,43,Male,2023-07-19,Product_008,Books,4534.16,161
T000012,U0169,P035,107.91,Net Banking,2025-04-26,71.0775,4,2025-05-16,169,Books,23.46,Diya Mukherjee,30,Other,2022-12-05,Product_035,Sports,2998.97,82
T000012,U0169,P035,107.91,Net Banking,2025-04-26,71.0775,4,2025-05-16,169,Grocery,52.59,Diya Mukherjee,30,Other,2022-12-05,Product_035,Sports,2998.97,82
T000012,U0169,P035,107.91,Net Banking,2025-04-26,71.0775,4,2025-05-16,169,Sports,208.26,Diya Mukherjee,30,Other,2022-12-05,Product_035,Sports,2998.97,82
T000013,U0014,P013,96.78,Cash,2025-01-10,114.965,5,2025-01-30,275,Beauty,227.37,Sai Singh,18,Male,2024-06-06,Product_013,Beauty,3354.37,155
T000013,U0014,P013,96.78,Cash,2025-01-10,114.965,5,2025-01-30,275,Electronics,52.85,Sai Singh,18,Male,2024-06-06,Product_013,Beauty,3354.37,155
T000013,U0014,P013,96.78,Cash,2025-01-10,114.965,5,2025-01-30,275,Home,138.48,Sai Singh,18,Male,2024-06-06,Product_013,Beauty,3354.37,155
T000013,U0014,P013,96.78,Cash,2025-01-10,114.965,5,2025-01-30,275,Sports,41.16,Sai Singh,18,Male,2024-06-06,Product_013,Beauty,3354.37,155
T000014,U0160,P049,80.71,Net Banking,2025-06-24,67.83,3,2025-06-24,130,Beauty,31.73,Myra Chopra,37,Other,2022-12-11,Product_049,Home,1701.17,159
T000014,U0160,P049,80.71,Net Banking,2025-06-24,67.83,3,2025-06-24,130,Grocery,91.05,Myra Chopra,37,Other,2022-12-11,Product_049,Home,1701.17,159
T000014,U0160,P049,80.71,Net Banking,2025-06-24,67.83,3,2025-06-24,130,Home,80.71,Myra Chopra,37,Other,2022-12-11,Product_049,Home,1701.17,159
T000015,U0195,P004,45.19,Debit Card,2024-06-30,94.738,5,2025-01-29,276,Books,108.28,Ishaan Reddy,33,Male,2022-06-19,Product_004,Toys,2600.12,229
T000015,U0195,P004,45.19,Debit Card,2024-06-30,94.738,5,2025-01-29,276,Home,130.41,Ishaan Reddy,33,Male,2022-06-19,Product_004,Toys,2600.12,229
T000015,U0195,P004,45.19,Debit Card,2024-06-30,94.738,5,2025-01-29,276,Toys,235.0,Ishaan Reddy,33,Male,2022-06-19,Product_004,Toys,2600.12,229
T000016,U0141,P009,86.09,UPI,2025-06-16,70.26857142857143,9,2025-09-15,47,Beauty,78.86,Anaya Nair,33,Female,2024-02-10,Product_009,Clothing,1799.44,163
T000016,U0141,P009,86.09,UPI,2025-06-16,70.26857142857143,9,2025-09-15,47,Books,12.19,Anaya Nair,33,Female,2024-02-10,Product_009,Clothing,1799.44,163
T000016,U0141,P009,86.09,UPI,2025-06-16,70.26857142857143,9,2025-09-15,47,Clothing,186.62,Anaya Nair,33,Female,2024-02-10,Product_009,Clothing,1799.44,163
T000016,U0141,P009,86.09,UPI,2025-06-16,70.26857142857143,9,2025-09-15,47,Electronics,168.29999999999998,Anaya Nair,33,Female,2024-02-10,Product_009,Clothing,1799.44,163
T000016,U0141,P009,86.09,UPI,2025-06-16,70.26857142857143,9,2025-09-15,47,Grocery,22.9,Anaya Nair,33,Female,2024-02-10,Product_009,Clothing,1799.44,163
T000016,U0141,P009,86.09,UPI,2025-06-16,70.26857142857143,9,2025-09-15,47,Home,23.01,Anaya Nair,33,Female,2024-02-10,Product_009,Clothing,1799.44,163
T000017,U0179,P032,34.34,Credit Card,2023-03-01,79.445,5,2024-02-23,617,Beauty,95.72,Kabir Joshi,29,Female,2022-12-15,Product_032,Books,2913.02,176
T000017,U0179,P032,34.34,Credit Card,2023-03-01,79.445,5,2024-02-23,617,Books,107.57000000000001,Kabir Joshi,29,Female,2022-12-15,Product_032,Books,2913.02,176
T000017,U0179,P032,34.34,Credit Card,2023-03-01,79.445,5,2024-02-23,617,Grocery,114.49000000000001,Kabir Joshi,29,Female,2022-12-15,Product_032,Books,2913.02,176
T000018,U0162,P039,47.37,Debit Card,2023-11-21,61.4,6,2025-02-22,252,Books,15.74,Muhammad Mehta,38,Female,2022-10-14,Product_039,Grocery,4167.72,453
T000018,U0162,P039,47.37,Debit Card,2023-11-21,61.4,6,2025-02-22,252,Clothing,134.48,Muhammad Mehta,38,Female,2022-10-14,Product_039,Grocery,4167.72,453
T000018,U0162,P039,47.37,Debit Card,2023-11-21,61.4,6,2025-02-22,252,Grocery,47.37,Muhammad Mehta,38,Female,2022-10-14,Product_039,Grocery,4167.72,453
T000018,U0162,P039,47.37,Debit Card,2023-11-21,61.4,6,2025-02-22,252,Home,24.73,Muhammad Mehta,38,Female,2022-10-14,Product_039,Grocery,4167.72,453
T000018,U0162,P039,47.37,Debit Card,2023-11-21,61.4,6,2025-02-22,252,Sports,84.68,Muhammad Mehta,38,Female,2022-10-14,Product_039,Grocery,4167.72,453
T000019,U0080,P036,40.8,Credit Card,2025-04-15,62.012857142857136,7,2025-04-15,200,Clothing,59.05,Ishaan Amin,18,Female,2024-07-16,Product_036,Sports,1650.69,388
T000019,U0080,P036,40.8,Credit Card,2025-04-15,62.012857142857136,7,2025-04-15,200,Electronics,101.83,Ishaan Amin,18,Female,2024-07-16,Product_036,Sports,1650.69,388
T000019,U0080,P036,40.8,Credit Card,2025-04-15,62.012857142857136,7,2025-04-15,200,Grocery,138.17,Ishaan Amin,18,Female,2024-07-16,Product_036,Sports,1650.69,388
T000019,U0080,P036,40.8,Credit Card,2025-04-15,62.012857142857136,7,2025-04-15,200,Home,43.27,Ishaan Amin,18,Female,2024-07-16,Product_036,Sports,1650.69,388
T000019,U0080,P036,40.8,Credit Card,2025-04-15,62.012857142857136,7,2025-04-15,200,Sports,91.77,Ishaan Amin,18,Female,2024-07-16,Product_036,Sports,1650.69,388
T000020,U0024,P015,57.35,Credit Card,2025-08-03,75.43,11,2025-08-03,90,Beauty,112.61,Aarohi Kapoor,20,Female,2023-03-15,Product_015,Books,2286.25,251
T000020,U0024,P015,57.35,Credit Card,2025-08-03,75.43,11,2025-08-03,90,Books,313.02,Aarohi Kapoor,20,Female,2023-03-15,Product_015,Books,2286.25,251
T000020,U0024,P015,57.35,Credit Card,2025-08-03,75.43,11,2025-08-03,90,Clothing,89.07000000000001,Aarohi Kapoor,20,Female,2023-03-15,Product_015,Books,2286.25,251
T000020,U0024,P015,57.35,Credit Card,2025-08-03,75.43,11,2025-08-03,90,Electronics,62.27,Aarohi Kapoor,20,Female,2023-03-15,Product_015,Books,2286.25,251
T000020,U0024,P015,57.35,Credit Card,2025-08-03,75.43,11,2025-08-03,90,Grocery,55.78,Aarohi Kapoor,20,Female,2023-03-15,Product_015,Books,2286.25,251
T000020,U0024,P015,57.35,Credit Card,2025-08-03,75.43,11,2025-08-03,90,Home,46.12,Aarohi Kapoor,20,Female,2023-03-15,Product_015,Books,2286.25,251
T000021,U0031,P042,218.94,Debit Card,2025-10-17,98.785,4,2025-10-17,15,Grocery,64.81,Aarohi Khan,27,Other,2022-04-25,Product_042,Home,4406.39,59
T000021,U0031,P042,218.94,Debit Card,2025-10-17,98.785,4,2025-10-17,15,Home,330.33000000000004,Aarohi Khan,27,Other,2022-04-25,Product_042,Home,4406.39,59
T000022,U0184,P019,17.81,Cash,2024-07-13,95.79,6,2025-07-15,109,Clothing,23.72,Kiara Kulkarni,35,Other,2022-08-20,Product_019,Home,523.79,441
T000022,U0184,P019,17.81,Cash,2024-07-13,95.79,6,2025-07-15,109,Home,228.73,Kiara Kulkarni,35,Other,2022-08-20,Product_019,Home,523.79,441
T000022,U0184,P019,17.81,Cash,2024-07-13,95.79,6,2025-07-15,109,Sports,322.28999999999996,Kiara Kulkarni,35,Other,2022-08-20,Product_019,Home,523.79,441
T000023,U0107,P031,82.41,Net Banking,2024-05-14,43.097142857142856,7,2025-09-29,33,Clothing,29.26,Kiara Bose,47,Other,2023-09-23,Product_031,Grocery,3035.94,111
T000023,U0107,P031,82.41,Net Banking,2024-05-14,43.097142857142856,7,2025-09-29,33,Electronics,23.47,Kiara Bose,47,Other,2023-09-23,Product_031,Grocery,3035.94,111
T000023,U0107,P031,82.41,Net Banking,2024-05-14,43.097142857142856,7,2025-09-29,33,Grocery,150.88,Kiara Bose,47,Other,2023-09-23,Product_031,Grocery,3035.94,111
T000023,U0107,P031,82.41,Net Banking,2024-05-14,43.097142857142856,7,2025-09-29,33,Home,75.91,Kiara Bose,47,Other,2023-09-23,Product_031,Grocery,3035.94,111
T000023,U0107,P031,82.41,Net Banking,2024-05-14,43.097142857142856,7,2025-09-29,33,Sports,22.16,Kiara Bose,47,Other,2023-09-23,Product_031,Grocery,3035.94,111
T000024,U0117,P036,20.75,Debit Card,2025-02-24,148.54888888888888,13,2025-09-06,56,Books,165.31,Aadhya Joshi,31,Female,2022-06-01,Product_036,Sports,1650.69,388
T000024,U0117,P036,20.75,Debit Card,2025-02-24,148.54888888888888,13,2025-09-06,56,Clothing,790.84,Aadhya Joshi,31,Female,2022-06-01,Product_036,Sports,1650.69,388
T000024,U0117,P036,20.75,Debit Card,2025-02-24,148.54888888888888,13,2025-09-06,56,Electronics,102.63,Aadhya Joshi,31,Female,2022-06-01,Product_036,Sports,1650.69,388
T000024,U0117,P036,20.75,Debit Card,2025-02-24,148.54888888888888,13,2025-09-06,56,Grocery,127.18,Aadhya Joshi,31,Female,2022-06-01,Product_036,Sports,1650.69,388
T000024,U0117,P036,20.75,Debit Card,2025-02-24,148.54888888888888,13,2025-09-06,56,Home,43.33,Aadhya Joshi,31,Female,2022-06-01,Product_036,Sports,1650.69,388
T000024,U0117,P036,20.75,Debit Card,2025-02-24,148.54888888888888,13,2025-09-06,56,Sports,20.75,Aadhya Joshi,31,Female,2022-06-01,Product_036,Sports,1650.69,388
T000024,U0117,P036,20.75,Debit Card,2025-02-24,148.54888888888888,13,2025-09-06,56,Toys,86.9,Aadhya Joshi,31,Female,2022-06-01,Product_036,Sports,1650.69,388
T000025,U0049,P039,41.13,Cash,2023-10-07,78.0,5,2025-10-17,15,Books,100.84,Saanvi Chopra,34,Female,2024-03-14,Product_039,Grocery,4167.72,453
T000025,U0049,P039,41.13,Cash,2023-10-07,78.0,5,2025-10-17,15,Electronics,142.01,Saanvi Chopra,34,Female,2024-03-14,Product_039,Grocery,4167.72,453
T000025,U0049,P039,41.13,Cash,2023-10-07,78.0,5,2025-10-17,15,Grocery,41.13,Saanvi Chopra,34,Female,2024-03-14,Product_039,Grocery,4167.72,453
T000025,U0049,P039,41.13,Cash,2023-10-07,78.0,5,2025-10-17,15,Home,30.37,Saanvi Chopra,34,Female,2024-03-14,Product_039,Grocery,4167.72,453
T000025,U0049,P039,41.13,Cash,2023-10-07,78.0,5,2025-10-17,15,Sports,75.65,Saanvi Chopra,34,Female,2024-03-14,Product_039,Grocery,4167.72,453
T000026,U0018,P018,104.94,Net Banking,2024-11-27,116.02000000000001,5,2024-11-27,339,Books,138.42,Sai Iyer,34,Female,2022-10-04,Product_018,Electronics,2390.82,158
T000026,U0018,P018,104.94,Net Banking,2024-11-27,116.02000000000001,5,2024-11-27,339,Electronics,104.94,Sai Iyer,34,Female,2022-10-04,Product_018,Electronics,2390.82,158
T000026,U0018,P018,104.94,Net Banking,2024-11-27,116.02000000000001,5,2024-11-27,339,Grocery,297.81,Sai Iyer,34,Female,2022-10-04,Product_018,Electronics,2390.82,158
T000026,U0018,P018,104.94,Net Banking,2024-11-27,116.02000000000001,5,2024-11-27,339,Sports,38.93,Sai Iyer,34,Female,2022-10-04,Product_018,Electronics,2390.82,158
T000027,U0130,P018,56.75,Credit Card,2024-08-02,35.656,5,2025-10-23,9,Books,33.62,Anaya Kapoor,27,Female,2022-03-05,Product_018,Electronics,2390.82,158
T000027,U0130,P018,56.75,Credit Card,2024-08-02,35.656,5,2025-10-23,9,Electronics,91.47999999999999,Anaya Kapoor,27,Female,2022-03-05,Product_018,Electronics,2390.82,158
T000027,U0130,P018,56.75,Credit Card,2024-08-02,35.656,5,2025-10-23,9,Home,53.18000000000001,Anaya Kapoor,27,Female,2022-03-05,Product_018,Electronics,2390.82,158
T000028,U0186,P020,28.6,Cash,2025-09-29,90.67000000000002,3,2025-09-29,33,Electronics,102.55,Saanvi Mukherjee,37,Female,2023-09-28,Product_020,Toys,1595.75,428
T000028,U0186,P020,28.6,Cash,2025-09-29,90.67000000000002,3,2025-09-29,33,Grocery,140.86,Saanvi Mukherjee,37,Female,2023-09-28,Product_020,Toys,1595.75,428
T000028,U0186,P020,28.6,Cash,2025-09-29,90.67000000000002,3,2025-09-29,33,Toys,28.6,Saanvi Mukherjee,37,Female,2023-09-28,Product_020,Toys,1595.75,428
T000029,U0039,P029,35.55,Cash,2025-09-18,61.31,6,2025-09-18,44,Books,24.26,Meera Gupta,21,Other,2022-05-12,Product_029,Clothing,128.31,289
T000029,U0039,P029,35.55,Cash,2025-09-18,61.31,6,2025-09-18,44,Clothing,97.15,Meera Gupta,21,Other,2022-05-12,Product_029,Clothing,128.31,289
T000029,U0039,P029,35.55,Cash,2025-09-18,61.31,6,2025-09-18,44,Sports,49.9,Meera Gupta,21,Other,2022-05-12,Product_029,Clothing,128.31,289
T000029,U0039,P029,35.55,Cash,2025-09-18,61.31,6,2025-09-18,44,Toys,135.24,Meera Gupta,21,Other,2022-05-12,Product_029,Clothing,128.31,289
T000030,U0089,P022,82.09,Cash,2025-02-11,66.04666666666667,7,2025-02-11,263,Books,81.05,Kiara Kulkarni,27,Other,2024-08-05,Product_022,Electronics,3207.91,466
T000030,U0089,P022,82.09,Cash,2025-02-11,66.04666666666667,7,2025-02-11,263,Clothing,128.41,Kiara Kulkarni,27,Other,2024-08-05,Product_022,Electronics,3207.91,466
T000030,U0089,P022,82.09,Cash,2025-02-11,66.04666666666667,7,2025-02-11,263,Electronics,123.55000000000001,Kiara Kulkarni,27,Other,2024-08-05,Product_022,Electronics,3207.91,466
T000030,U0089,P022,82.09,Cash,2025-02-11,66.04666666666667,7,2025-02-11,263,Grocery,27.79,Kiara Kulkarni,27,Other,2024-08-05,Product_022,Electronics,3207.91,466
T000030,U0089,P022,82.09,Cash,2025-02-11,66.04666666666667,7,2025-02-11,263,Home,35.48,Kiara Kulkarni,27,Other,2024-08-05,Product_022,Electronics,3207.91,466
T000031,U0117,P021,35.23,Debit Card,2024-05-04,148.54888888888888,13,2025-09-06,56,Books,165.31,Aadhya Joshi,31,Female,2022-06-01,Product_021,Books,3055.12,169
T000031,U0117,P021,35.23,Debit Card,2024-05-04,148.54888888888888,13,2025-09-06,56,Clothing,790.84,Aadhya Joshi,31,Female,2022-06-01,Product_021,Books,3055.12,169
T000031,U0117,P021,35.23,Debit Card,2024-05-04,148.54888888888888,13,2025-09-06,56,Electronics,102.63,Aadhya Joshi,31,Female,2022-06-01,Product_021,Books,3055.12,169
T000031,U0117,P021,35.23,Debit Card,2024-05-04,148.54888888888888,13,2025-09-06,56,Grocery,127.18,Aadhya Joshi,31,Female,2022-06-01,Product_021,Books,3055.12,169
T000031,U0117,P021,35.23,Debit Card,2024-05-04,148.54888888888888,13,2025-09-06,56,Home,43.33,Aadhya Joshi,31,Female,2022-06-01,Product_021,Books,3055.12,169
T000031,U0117,P021,35.23,Debit Card,2024-05-04,148.54888888888888,13,2025-09-06,56,Sports,20.75,Aadhya Joshi,31,Female,2022-06-01,Product_021,Books,3055.12,169
T000031,U0117,P021,35.23,Debit Card,2024-05-04,148.54888888888888,13,2025-09-06,56,Toys,86.9,Aadhya Joshi,31,Female,2022-06-01,Product_021,Books,3055.12,169
T000032,U0147,P025,62.17,Debit Card,2025-04-21,61.44818181818182,12,2025-10-25,7,Beauty,40.02,Ishaan Mehta,22,Male,2023-09-14,Product_025,Electronics,1408.97,272
T000032,U0147,P025,62.17,Debit Card,2025-04-21,61.44818181818182,12,2025-10-25,7,Books,257.28,Ishaan Mehta,22,Male,2023-09-14,Product_025,Electronics,1408.97,272
T000032,U0147,P025,62.17,Debit Card,2025-04-21,61.44818181818182,12,2025-10-25,7,Clothing,32.85,Ishaan Mehta,22,Male,2023-09-14,Product_025,Electronics,1408.97,272
T000032,U0147,P025,62.17,Debit Card,2025-04-21,61.44818181818182,12,2025-10-25,7,Electronics,103.53999999999999,Ishaan Mehta,22,Male,2023-09-14,Product_025,Electronics,1408.97,272
T000032,U0147,P025,62.17,Debit Card,2025-04-21,61.44818181818182,12,2025-10-25,7,Grocery,77.19,Ishaan Mehta,22,Male,2023-09-14,Product_025,Electronics,1408.97,272
T000032,U0147,P025,62.17,Debit Card,2025-04-21,61.44818181818182,12,2025-10-25,7,Home,141.2,Ishaan Mehta,22,Male,2023-09-14,Product_025,Electronics,1408.97,272
T000032,U0147,P025,62.17,Debit Card,2025-04-21,61.44818181818182,12,2025-10-25,7,Toys,23.85,Ishaan Mehta,22,Male,2023-09-14,Product_025,Electronics,1408.97,272
T000033,U0012,P021,56.11,Wallet,2025-08-26,87.68714285714285,8,2025-10-05,27,Beauty,49.85,Aarohi Singh,28,Other,2024-06-25,Product_021,Books,3055.12,169
T000033,U0012,P021,56.11,Wallet,2025-08-26,87.68714285714285,8,2025-10-05,27,Books,185.72,Aarohi Singh,28,Other,2024-06-25,Product_021,Books,3055.12,169
T000033,U0012,P021,56.11,Wallet,2025-08-26,87.68714285714285,8,2025-10-05,27,Electronics,215.85,Aarohi Singh,28,Other,2024-06-25,Product_021,Books,3055.12,169
T000033,U0012,P021,56.11,Wallet,2025-08-26,87.68714285714285,8,2025-10-05,27,Grocery,54.06,Aarohi Singh,28,Other,2024-06-25,Product_021,Books,3055.12,169
T000033,U0012,P021,56.11,Wallet,2025-08-26,87.68714285714285,8,2025-10-05,27,Home,23.59,Aarohi Singh,28,Other,2024-06-25,Product_021,Books,3055.12,169
T000033,U0012,P021,56.11,Wallet,2025-08-26,87.68714285714285,8,2025-10-05,27,Toys,84.74,Aarohi Singh,28,Other,2024-06-25,Product_021,Books,3055.12,169
T000034,U0181,P025,36.93,Net Banking,2023-11-08,48.4,4,2023-12-04,698,Electronics,36.93,Aditya Bose,37,Female,2023-08-14,Product_025,Electronics,1408.97,272
T000034,U0181,P025,36.93,Net Banking,2023-11-08,48.4,4,2023-12-04,698,Grocery,116.47,Aditya Bose,37,Female,2023-08-14,Product_025,Electronics,1408.97,272
T000034,U0181,P025,36.93,Net Banking,2023-11-08,48.4,4,2023-12-04,698,Toys,40.2,Aditya Bose,37,Female,2023-08-14,Product_025,Electronics,1408.97,272
T000035,U0127,P003,197.62,Debit Card,2025-10-25,130.4,2,2025-10-25,7,Beauty,197.62,Ishaan Nair,24,Female,2022-03-24,Product_003,Beauty,3027.98,127
T000035,U0127,P003,197.62,Debit Card,2025-10-25,130.4,2,2025-10-25,7,Sports,63.18,Ishaan Nair,24,Female,2022-03-24,Product_003,Beauty,3027.98,127
